PayId,HourlyRate,MonthlyIncome,MonthlyRate,PercentSalaryHike,OverTime
746,62,6385,12992,14,Yes
747,55,19973,20284,22,No
748,42,6861,4981,12,Yes
749,79,4969,21813,18,No
750,57,19845,25846,15,No
751,53,13320,11737,18,Yes
752,95,6347,24920,12,No
753,43,2743,8269,16,No
754,82,10880,5083,13,Yes
755,88,2342,21437,19,No
756,90,17650,5404,13,No
757,69,4025,11135,12,No
758,75,9725,12278,11,No
759,66,11904,11038,14,Yes
760,36,2177,8318,16,No
761,38,7525,23537,12,No
762,81,4834,7858,14,No
763,57,2042,15346,14,Yes
764,87,2220,18410,19,Yes
765,74,1052,23384,22,No
766,44,2821,2997,16,No
767,62,19237,12853,11,Yes
768,35,4107,13848,15,No
769,74,8396,22217,14,No
770,66,2007,25265,13,No
771,40,19627,21445,17,No
772,41,10686,8392,11,No
773,63,2942,12154,19,No
774,51,8858,15669,11,No
775,40,16756,17323,15,No
776,79,10798,5268,13,No
777,54,2323,17205,14,Yes
778,36,1416,17258,13,No
779,74,4615,21029,23,Yes
780,34,2461,10332,12,Yes
781,72,8722,12355,12,No
782,59,3955,11141,16,No
783,85,9957,9096,15,No
784,43,3376,18863,13,No
785,65,8823,24608,18,No
786,61,10322,26542,20,No
787,87,4621,5869,19,No
788,65,10976,15813,18,No
789,59,3660,7909,13,No
790,91,10482,2326,14,No
791,34,7119,21214,15,No
792,86,9582,10333,22,Yes
793,54,4508,3129,22,No
794,50,2207,22482,16,No
795,45,7756,22266,17,No
796,88,6694,24223,14,Yes
797,32,3691,4605,15,Yes
798,37,2377,19373,20,No
799,55,2313,2993,20,Yes
800,35,17665,14399,17,No
801,45,2596,7160,15,No
802,81,4728,17251,14,Yes
803,30,4302,13401,17,No
804,40,2979,22478,17,No
805,35,16885,16154,22,No
806,65,5593,17970,13,No
807,87,10445,15322,19,No
808,73,8740,5569,14,Yes
809,93,2514,26968,22,No
810,93,7655,8039,17,No
811,52,17465,15596,12,No
812,32,7351,20619,16,No
813,83,10820,11535,11,No
814,84,12169,13547,11,No
815,44,19626,17544,14,No
816,70,2070,25326,11,Yes
817,70,6782,8770,15,No
818,78,7779,23238,20,No
819,67,2791,21981,12,No
820,67,3201,19911,17,No
821,54,4968,18500,11,No
822,56,13120,11879,17,No
823,95,4033,15834,11,No
824,61,3291,17940,14,No
825,56,4272,9558,19,No
826,79,5056,17689,15,Yes
827,37,2844,6004,13,No
828,39,2703,22088,14,Yes
829,80,1904,13556,12,No
830,77,8224,18385,17,Yes
831,46,4766,9051,11,Yes
832,72,2610,6233,12,No
833,52,5731,17171,13,No
834,55,2539,7950,13,No
835,70,5714,5829,20,No
836,100,4323,7108,17,No
837,45,7336,11162,13,No
838,88,13499,13782,17,No
839,44,13758,2447,12,Yes
840,45,5155,2253,13,No
841,58,2258,16340,12,No
842,49,3597,6409,22,No
843,79,2515,22955,11,Yes
844,82,4420,13421,22,No
845,72,6578,2706,18,No
846,92,4422,21203,13,Yes
847,44,10274,19588,18,No
848,97,5343,25755,20,No
849,47,2376,26537,13,No
850,85,5346,9489,13,No
851,76,2827,14947,12,No
852,92,19943,18575,13,No
853,54,3131,26342,13,No
854,54,2552,7172,25,No
855,83,4477,20100,19,Yes
856,56,6474,9961,13,No
857,87,3033,12828,12,No
858,96,2936,10826,11,Yes
859,50,18606,18640,18,No
860,69,2168,26933,18,Yes
861,48,2853,4223,11,Yes
862,69,17048,24097,23,No
863,74,2290,4279,13,No
864,99,3600,8429,13,No
865,95,2107,20293,17,No
866,61,4115,13192,19,No
867,62,4327,25440,12,No
868,30,17856,9490,22,No
869,78,3196,12449,12,No
870,52,19081,10849,11,No
871,94,8966,21026,15,Yes
872,97,2210,3372,13,No
873,82,4539,4905,12,No
874,60,2741,6865,14,No
875,49,3491,11309,13,No
876,32,4541,7744,25,No
877,43,2678,5050,17,No
878,60,7379,17433,11,No
879,79,6272,12858,16,No
880,52,5220,10893,18,Yes
881,77,2743,7331,20,No
882,38,4998,2338,14,Yes
883,77,10252,4235,21,Yes
884,60,2781,6311,13,No
885,84,6852,11591,12,No
886,57,4950,20623,14,No
887,63,3579,9369,21,Yes
888,60,13191,23281,17,Yes
889,78,10377,13755,11,Yes
890,42,2235,14377,14,Yes
891,53,10502,9659,17,No
892,72,2011,19982,13,No
893,96,1859,6148,25,Yes
894,97,3760,5598,15,No
895,85,17779,23474,14,No
896,80,6833,17089,12,Yes
897,96,6812,17198,19,No
898,48,5171,16490,17,No
899,96,19740,18625,14,No
900,85,18711,12124,13,No
901,46,3692,9256,12,No
902,76,2559,16620,11,No
903,76,2517,3208,11,No
904,82,6623,4204,11,Yes
905,76,18265,8733,12,No
906,87,16124,3423,14,No
907,89,2585,21643,17,No
908,88,18213,8751,11,No
909,82,8380,21708,14,Yes
910,57,2994,21221,12,Yes
911,47,1223,16901,22,No
912,73,1118,8040,14,Yes
913,53,2875,9973,20,Yes
914,94,18824,2493,16,Yes
915,37,13577,25592,15,Yes
916,45,2625,25308,20,No
917,33,18789,9946,14,No
918,86,4538,6039,12,Yes
919,83,19847,19196,24,Yes
920,67,10512,20002,12,No
921,46,4444,22534,13,No
922,44,2154,6842,11,Yes
923,92,19190,17477,14,No
924,56,4490,21833,11,No
925,66,3506,6020,14,Yes
926,78,2372,5628,16,Yes
927,56,10231,20364,14,No
928,53,5410,2323,11,Yes
929,73,7978,14075,11,No
930,52,3867,14222,12,Yes
931,40,2838,4257,14,No
932,72,4695,12858,18,Yes
933,39,3339,17285,13,Yes
934,84,2080,4732,11,No
935,40,2096,18830,18,No
936,56,6209,11693,15,No
937,83,18061,13035,22,No
938,94,17123,17334,13,Yes
939,88,2372,26076,12,No
940,79,4883,22845,18,No
941,93,3904,22154,13,No
942,48,4627,23631,12,No
943,63,7094,5747,12,No
944,44,3423,22957,12,No
945,55,6674,16392,11,No
946,43,16880,22422,11,Yes
947,57,9094,17235,12,Yes
948,64,8446,21534,19,Yes
949,95,11916,25927,23,Yes
950,32,4534,13352,11,No
951,57,9852,8935,19,Yes
952,40,6151,22074,13,No
953,54,2302,8319,11,Yes
954,89,2362,14669,12,No
955,37,17861,26582,13,Yes
956,58,19187,6992,14,No
957,99,19717,4022,14,No
958,74,3544,8532,16,No
959,86,8500,5494,11,No
960,98,4661,22455,13,No
961,66,4103,4297,17,No
962,87,4249,2690,11,Yes
963,84,14026,17588,11,Yes
964,31,6893,19461,15,No
965,66,6125,23553,12,No
966,67,3669,9075,11,No
967,53,10008,12023,14,Yes
968,88,2387,6762,22,No
969,83,4639,2261,16,No
970,54,7898,18706,11,No
971,98,2534,6527,14,No
972,82,13142,24439,16,No
973,97,1611,19305,15,No
974,60,5363,10846,12,No
975,43,5071,20392,20,No
976,85,13695,9277,17,Yes
977,68,13402,18235,12,Yes
978,92,2029,15891,20,No
979,89,6377,13888,20,No
980,86,5429,17491,13,No
981,90,2785,11882,14,No
982,67,4614,23288,18,Yes
983,57,2610,15748,11,No
984,98,6687,6163,11,No
985,48,4724,24232,11,No
986,98,6179,21057,15,Yes
987,44,6120,3567,12,Yes
988,52,10596,15395,11,No
989,75,5467,13953,14,Yes
990,54,2996,5182,15,Yes
991,61,9998,19293,13,No
992,36,4078,20497,13,Yes
993,71,10920,3449,21,No
994,93,6232,12477,11,No
995,59,13247,9731,11,Yes
996,73,4081,20003,14,Yes
997,98,5769,7100,11,Yes
998,51,2394,25681,13,Yes
999,36,3904,4050,12,No
1000,31,16799,16616,14,No
1001,54,2950,17363,13,No
1002,94,3629,19106,18,No
1003,60,9362,19944,11,No
1004,81,3229,4910,11,No
1005,100,3578,23577,12,No
1006,51,7988,9769,13,No
1007,97,4284,22710,20,No
1008,84,7553,22930,12,Yes
1009,54,17328,5652,19,No
1010,76,19701,22456,21,Yes
1011,81,14732,12414,13,No
1012,99,9278,20763,16,Yes
1013,50,1359,16154,12,No
1014,73,4779,12761,14,No
1015,93,16422,8847,11,No
1016,91,2996,20284,14,No
1017,34,1261,22262,12,No
1018,91,2099,7679,14,No
1019,37,5810,22604,16,No
1020,98,5647,13494,13,No
1021,74,3420,10205,12,No
1022,68,4400,15182,12,No
1023,84,3500,25470,14,No
1024,90,2066,10494,22,No
1025,82,17169,26703,19,No
1026,42,4162,15211,12,Yes
1027,97,9204,23343,12,No
1028,86,3294,3708,17,No
1029,90,2127,5561,12,Yes
1030,81,3975,23099,11,No
1031,31,10793,8386,18,No
1032,52,10096,15986,11,No
1033,54,3646,17181,23,Yes
1034,100,7446,8931,11,No
1035,95,10851,19863,18,Yes
1036,96,2109,24609,18,No
1037,94,3722,21081,13,Yes
1038,55,9380,14720,18,Yes
1039,96,5486,24795,11,No
1040,52,2742,3072,15,No
1041,55,13757,25178,11,No
1042,84,8463,23490,18,No
1043,90,3162,7973,14,No
1044,39,16598,19764,12,No
1045,96,6651,21534,14,No
1046,68,2345,8045,14,No
1047,49,3420,21158,13,No
1048,54,4373,17456,14,No
1049,81,4759,15891,18,No
1050,96,5301,2939,15,No
1051,74,3673,16458,13,No
1052,79,4768,9282,12,No
1053,64,1274,7152,13,No
1054,93,4900,2721,24,No
1055,35,10466,20948,14,No
1056,71,17007,11929,14,No
1057,92,2909,15747,15,No
1058,51,5765,17485,11,No
1059,40,4599,7815,23,Yes
1060,76,2404,16192,13,No
1061,89,3172,16998,11,Yes
1062,78,2033,7103,13,No
1063,86,10209,19719,18,Yes
1064,77,8620,23757,14,No
1065,46,2064,15428,21,No
1066,30,4035,16143,16,Yes
1067,82,3838,8192,11,No
1068,78,4591,24200,17,Yes
1069,38,2561,5355,11,No
1070,72,1563,12530,14,No
1071,55,4898,11827,14,No
1072,43,4789,23070,25,No
1073,97,3180,4668,13,No
1074,96,6549,3173,14,No
1075,69,6388,22049,17,Yes
1076,64,11244,21072,25,No
1077,87,16032,24456,20,No
1078,100,2362,7568,13,No
1079,32,16328,22074,13,No
1080,32,8376,9150,18,No
1081,51,16606,11380,12,No
1082,91,8606,21195,19,No
1083,97,2272,24812,14,No
1084,86,2018,21831,14,No
1085,64,7083,12288,14,Yes
1086,33,4084,4156,12,No
1087,88,14411,24450,13,Yes
1088,55,2308,4944,25,Yes
1089,68,4841,24052,14,No
1090,47,4285,3031,17,No
1091,39,9715,7288,13,No
1092,44,4320,24152,13,No
1093,97,2132,4585,20,No
1094,40,10124,18611,14,Yes
1095,47,5473,19345,12,No
1096,79,5207,22949,12,Yes
1097,38,16437,17381,21,Yes
1098,57,2296,10036,14,No
1099,72,4069,8841,18,Yes
1100,66,7441,20933,12,No
1101,98,2430,26204,23,No
1102,67,5878,15624,12,No
1103,70,2644,17001,21,Yes
1104,96,6439,13693,14,No
1105,91,2451,22376,18,No
1106,46,6392,10589,13,No
1107,64,9714,5323,11,No
1108,71,6077,14814,11,No
1109,68,2450,21731,19,No
1110,33,9250,17799,12,No
1111,69,2074,26619,12,Yes
1112,78,10169,14618,16,No
1113,81,4855,7653,11,No
1114,62,4087,25174,14,No
1115,65,2367,16530,12,No
1116,35,2972,22061,13,No
1117,60,19586,23037,21,No
1118,45,5484,13008,17,No
1119,89,2061,11133,21,No
1120,80,9924,12355,11,No
1121,90,4198,16379,12,No
1122,73,6815,21447,13,No
1123,87,4723,16213,18,Yes
1124,51,6142,4223,16,Yes
1125,38,8237,4658,11,No
1126,87,8853,24483,19,No
1127,59,19331,19519,16,Yes
1128,45,2073,12826,16,No
1129,80,5562,19711,13,Yes
1130,93,19613,26362,22,No
1131,46,3407,25348,17,No
1132,92,5063,15332,14,No
1133,84,4639,11262,15,No
1134,87,4876,5855,12,No
1135,63,2690,7713,18,No
1136,56,17567,3156,15,No
1137,51,2408,7324,17,Yes
1138,85,2814,10293,14,Yes
1139,41,11245,20689,15,Yes
1140,35,3312,18783,17,No
1141,31,19049,3549,14,Yes
1142,48,2141,5348,12,No
1143,50,5769,23447,14,Yes
1144,52,4385,24162,15,No
1145,54,5332,21602,13,No
1146,76,4663,12421,12,Yes
1147,42,4724,17000,13,No
1148,84,3211,22102,14,No
1149,76,5377,3835,13,No
1150,67,4066,16290,11,No
1151,48,5208,26312,11,No
1152,39,4877,20460,21,No
1153,97,3117,26009,18,No
1154,70,1569,18420,12,Yes
1155,98,19658,5220,11,No
1156,76,3069,10302,15,No
1157,80,10435,25800,13,No
1158,52,4148,12250,12,No
1159,85,5768,26493,17,No
1160,81,5042,3140,13,No
1161,59,5770,5388,19,No
1162,54,7756,14199,19,Yes
1163,55,10306,21530,17,No
1164,71,3936,9953,11,No
1165,84,7945,19948,15,Yes
1166,37,5743,10503,11,Yes
1167,89,15202,5602,25,No
1168,59,5440,22098,14,Yes
1169,32,3760,17218,13,Yes
1170,86,3517,22490,17,No
1171,87,2580,6297,13,No
1172,73,2166,3339,14,Yes
1173,42,5869,23413,11,No
1174,42,8008,22792,12,No
1175,77,5206,4973,17,No
1176,66,5295,7693,21,No
1177,72,16413,3498,16,No
1178,50,13269,21981,15,No
1179,31,2783,13251,19,No
1180,66,5433,19332,12,No
1181,77,2013,10950,11,No
1182,41,13966,11652,19,Yes
1183,33,4374,15411,15,No
1184,79,6842,26308,20,No
1185,91,17426,18685,25,No
1186,65,17603,3525,24,No
1187,36,4581,10414,24,Yes
1188,90,4735,9867,15,No
1189,43,4187,3356,13,Yes
1190,93,5505,3921,14,No
1191,45,5470,25518,13,No
1192,67,5476,22589,11,No
1193,74,2587,24941,16,Yes
1194,42,2440,23826,22,No
1195,47,15972,21086,14,No
1196,36,15379,22384,14,No
1197,80,7082,11591,16,Yes
1198,54,2728,21082,11,No
1199,36,5368,16130,25,Yes
1200,80,5347,7419,14,No
1201,44,3195,4167,18,Yes
1202,93,3989,20586,11,Yes
1203,87,3306,26176,19,No
1204,48,7005,3458,15,No
1205,95,2655,11740,11,Yes
1206,95,1393,24852,12,No
1207,76,2570,11925,20,No
1208,94,3537,23737,12,No
1209,57,3986,11912,14,No
1210,92,10883,20467,20,No
1211,79,2028,13637,18,No
1212,31,9525,7677,14,No
1213,35,2929,20338,12,No
1214,99,2275,25103,21,Yes
1215,96,7879,14810,19,Yes
1216,79,4930,13970,14,Yes
1217,73,7847,6069,17,Yes
1218,62,4401,17616,16,No
1219,35,9241,15869,12,No
1220,43,2974,25412,17,No
1221,51,4502,7439,15,No
1222,74,10748,3395,23,No
1223,58,1555,11585,11,No
1224,82,12936,24164,11,No
1225,62,2305,6217,15,No
1226,48,16704,17119,11,No
1227,56,3433,17360,13,No
1228,69,3477,18103,14,No
1229,60,6430,20794,19,No
1230,92,6516,5041,16,Yes
1231,91,3907,3622,13,No
1232,34,5562,9697,14,No
1233,49,6883,5151,16,No
1234,33,2862,3811,12,No
1235,87,4978,3536,11,No
1236,74,10368,5596,12,Yes
1237,96,6134,8658,13,Yes
1238,34,6735,12147,15,No
1239,51,3295,12862,13,No
1240,30,5238,6670,20,No
1241,77,6472,8989,15,Yes
1242,80,9610,3840,13,No
1243,88,19833,4349,14,No
1244,56,9756,6595,21,No
1245,78,4968,26427,16,No
1246,59,2145,2097,14,No
1247,66,2180,9732,11,No
1248,51,8346,20943,19,No
1249,67,3445,6152,11,No
1250,52,2760,14630,13,No
1251,70,6294,23060,12,Yes
1252,94,7140,3088,11,No
1253,97,2932,5586,14,Yes
1254,62,5147,10697,15,No
1255,80,4507,8191,12,No
1256,74,8564,10092,20,Yes
1257,75,2468,15963,14,No
1258,70,8161,19002,13,No
1259,91,2109,10007,13,No
1260,58,5294,9128,16,No
1261,65,2718,17674,14,No
1262,60,5811,24539,16,Yes
1263,38,2437,15587,16,Yes
1264,57,2766,8952,22,No
1265,60,19038,19805,12,No
1266,90,3055,6194,15,No
1267,94,2289,20520,20,No
1268,87,4001,12313,14,Yes
1269,60,12965,22308,20,Yes
1270,97,3539,5033,13,No
1271,32,6029,25353,12,No
1272,31,2679,4567,13,No
1273,40,3702,16376,11,No
1274,79,2398,15999,17,Yes
1275,91,5468,13402,14,No
1276,53,13116,22984,11,No
1277,46,4189,8800,14,No
1278,46,19328,14218,17,Yes
1279,90,8321,25949,13,Yes
1280,99,2342,11092,12,Yes
1281,89,4071,12832,13,No
1282,84,5813,13492,18,Yes
1283,90,3143,6076,19,No
1284,82,2044,5531,11,No
1285,65,13464,7914,21,No
1286,98,7991,25166,15,No
1287,99,3377,25605,17,No
1288,95,5538,5696,18,No
1289,90,5762,24442,14,No
1290,100,2592,7129,13,No
1291,93,5346,6208,17,No
1292,58,4213,4992,15,No
1293,83,4127,19188,18,No
1294,52,2438,24978,13,No
1295,85,6870,15530,12,No
1296,81,10447,26458,13,Yes
1297,64,9667,2739,14,No
1298,69,2148,6889,11,Yes
1299,66,8926,10842,22,No
1300,52,6513,9060,17,No
1301,92,6799,22128,21,No
1302,52,16291,22577,22,No
1303,91,2705,9696,16,No
1304,92,10333,19271,12,Yes
1305,47,4448,10748,12,No
1306,68,6854,15696,15,No
1307,68,9637,8277,14,No
1308,67,3591,12719,25,No
1309,77,5405,4244,20,Yes
1310,46,4684,9125,13,No
1311,87,15787,21624,14,Yes
1312,33,1514,8018,16,No
1313,89,2956,21495,17,No
1314,56,2335,3157,15,Yes
1315,67,5154,19665,22,No
1316,73,6962,19573,22,Yes
1317,92,5675,19246,20,No
1318,53,2379,19826,14,Yes
1319,40,3812,7003,13,No
1320,79,4648,26075,13,No
1321,38,2936,6161,22,No
1322,64,2105,5411,12,No
1323,82,8578,19989,14,No
1324,43,2706,10494,15,No
1325,93,6384,21143,17,No
1326,81,3968,13624,13,No
1327,82,9907,26186,12,Yes
1328,45,13225,7739,12,No
1329,36,3540,7018,21,No
1330,87,2804,15434,11,No
1331,81,19392,22539,13,No
1332,91,19665,13583,12,No
1333,73,2439,14753,24,Yes
1334,64,7314,14011,21,No
1335,77,4774,23844,19,No
1336,41,3902,5141,14,No
1337,98,2662,7975,20,No
1338,78,2856,3692,19,No
1339,89,1081,16019,13,No
1340,75,2472,26092,23,Yes
1341,63,5673,6060,13,Yes
1342,89,4197,18624,11,No
1343,64,9713,24444,13,Yes
1344,59,2062,19384,14,No
1345,78,4284,13588,22,Yes
1346,44,4788,25388,11,Yes
1347,93,5906,23888,13,No
1348,94,3886,4223,21,No
1349,98,16823,18991,11,No
1350,90,2933,14908,13,Yes
1351,89,6500,26997,14,No
1352,58,17174,2437,11,No
1353,78,5033,9364,15,No
1354,85,2307,14460,23,Yes
1355,97,2587,10261,16,No
1356,33,5507,16822,16,No
1357,54,4393,26841,21,No
1358,83,13348,14842,13,No
1359,86,6583,20115,11,Yes
1360,75,8103,16495,12,Yes
1361,62,3978,16031,12,No
1362,61,2544,7102,18,No
1363,44,5399,14511,12,No
1364,43,5487,10410,14,No
1365,42,6834,19255,12,Yes
1366,45,1091,10642,17,No
1367,32,5736,3987,19,No
1368,41,2226,6073,11,No
1369,86,5747,26496,15,Yes
1370,84,9854,23352,11,Yes
1371,64,5467,2125,18,No
1372,89,5380,20328,16,No
1373,87,5151,12315,25,No
1374,58,2133,18115,16,Yes
1375,72,17875,11761,13,Yes
1376,47,2432,15318,14,Yes
1377,71,4771,14293,19,No
1378,42,19161,13738,15,No
1379,77,5087,2900,12,Yes
1380,58,2863,19555,12,No
1381,71,5561,15975,16,No
1382,49,2144,2122,14,No
1383,48,3065,3995,13,Yes
1384,66,2810,9238,22,No
1385,32,9888,6770,21,No
1386,39,8628,22914,18,No
1387,95,2867,20006,13,No
1388,89,5373,6225,12,No
1389,34,6667,16542,18,No
1390,48,5003,5771,21,No
1391,32,2367,18779,12,No
1392,59,2858,11473,14,No
1393,55,5204,13586,11,Yes
1394,44,4105,5099,14,No
1395,56,9679,10138,24,No
1396,63,5617,21075,11,Yes
1397,66,10448,5843,13,Yes
1398,67,2897,22474,11,No
1399,36,5968,18079,20,No
1400,30,7510,16873,17,No
1401,88,2991,5224,11,Yes
1402,71,19636,25811,18,Yes
1403,59,1129,17536,11,Yes
1404,77,13341,25098,12,No
1405,37,4332,14811,12,No
1406,40,11031,26862,20,No
1407,77,4440,25198,19,Yes
1408,45,4617,14120,12,No
1409,78,2647,13672,13,No
1410,73,6323,26849,11,No
1411,92,5677,4258,14,No
1412,82,2187,19655,14,No
1413,76,3748,4077,13,No
1414,57,3977,7298,19,Yes
1415,84,8633,13084,23,No
1416,59,2008,20439,12,No
1417,86,4440,7636,15,No
1418,54,3067,6393,19,No
1419,72,5321,14284,11,No
1420,35,5410,11189,17,Yes
1421,76,2782,21412,22,No
1422,98,11957,17231,18,No
1423,43,2660,20232,11,Yes
1424,63,3375,17624,12,No
1425,48,5098,18698,19,No
1426,95,4878,21653,13,Yes
1427,49,2837,15919,13,No
1428,83,2406,4060,19,No
1429,68,2269,18024,14,No
1430,52,4108,5340,13,No
1431,99,13206,3376,12,No
1432,48,10422,24032,19,No
1433,42,13744,15471,25,Yes
1434,85,4907,13684,22,Yes
1435,40,3482,19788,15,No
1436,42,2436,13422,12,Yes
1437,58,2380,25479,11,Yes
1438,87,19431,15302,13,No
1439,33,1790,26956,19,No
1440,94,7644,12695,19,No
1441,97,5131,9192,13,No
1442,57,6306,26236,21,No
1443,36,4787,26124,14,Yes
1444,56,18880,17312,11,No
1445,72,2339,3666,11,No
1446,60,13570,5640,23,No
1447,95,6712,8978,21,No
1448,88,5406,10436,24,No
1449,57,8938,12227,11,No
1450,78,2439,11288,14,No
1451,31,8837,16642,16,Yes
1452,100,5343,5982,11,No
1453,94,6728,14255,12,No
1454,100,6652,14369,13,No
1455,50,4850,23333,15,No
1456,52,2809,2725,14,No
1457,80,5689,24594,14,Yes
1458,98,2001,12549,14,No
1459,62,2977,8952,12,No
1460,46,4025,23679,13,Yes
1461,73,3785,8489,14,No
1462,39,10854,16586,13,Yes
1463,60,12031,8828,11,No
1464,74,9936,3787,19,No
1465,30,2966,21378,18,No
1466,41,2571,12290,17,No
1467,42,9991,21457,15,No
1468,87,6142,5174,20,Yes
1469,63,5390,13243,14,No
1470,82,4404,10228,12,No
