BusinessTravel,EmployeeCount,Over18,StockOptionLevel,Education,EducationField
Travel_Rarely,1,Y,2,3,Medical
Travel_Frequently,1,Y,0,3,"Life Sciences"
Travel_Frequently,1,Y,1,4,Marketing
Travel_Frequently,1,Y,3,3,"Life Sciences"
Travel_Rarely,1,Y,0,4,"Technical Degree"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,2,4,Medical
Travel_Rarely,1,Y,2,4,"Life Sciences"
Travel_Frequently,1,Y,0,3,Marketing
Travel_Frequently,1,Y,2,3,"Life Sciences"
Travel_Rarely,1,Y,0,1,"Life Sciences"
Travel_Frequently,1,Y,0,1,"Life Sciences"
Travel_Rarely,1,Y,3,1,Marketing
Non-Travel,1,Y,1,2,"Life Sciences"
Travel_Rarely,1,Y,0,1,"Life Sciences"
Travel_Frequently,1,Y,1,2,Medical
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,0,3,Marketing
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,0,1,Medical
Travel_Rarely,1,Y,1,3,"Human Resources"
Travel_Rarely,1,Y,0,4,Other
Travel_Rarely,1,Y,0,3,Medical
Travel_Frequently,1,Y,0,2,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Technical Degree"
Travel_Rarely,1,Y,0,3,Other
Travel_Rarely,1,Y,0,3,Other
Travel_Frequently,1,Y,0,2,"Life Sciences"
Travel_Frequently,1,Y,0,1,Other
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,2,4,Medical
Travel_Rarely,1,Y,0,4,Marketing
Travel_Frequently,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,2,4,Marketing
Travel_Rarely,1,Y,0,5,"Life Sciences"
Travel_Frequently,1,Y,2,4,Other
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,0,1,"Life Sciences"
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,2,4,Marketing
Travel_Rarely,1,Y,1,3,"Technical Degree"
Travel_Rarely,1,Y,0,2,"Life Sciences"
Non-Travel,1,Y,0,2,"Technical Degree"
Travel_Rarely,1,Y,1,2,"Life Sciences"
Travel_Rarely,1,Y,2,4,Medical
Travel_Rarely,1,Y,2,1,Medical
Travel_Rarely,1,Y,1,5,Marketing
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,0,5,Medical
Non-Travel,1,Y,2,4,Other
Travel_Rarely,1,Y,1,2,"Life Sciences"
Travel_Rarely,1,Y,1,3,Marketing
Non-Travel,1,Y,0,3,"Life Sciences"
Travel_Frequently,1,Y,0,5,"Life Sciences"
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,0,2,Medical
Travel_Frequently,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,2,3,"Technical Degree"
Travel_Rarely,1,Y,3,3,Marketing
Travel_Rarely,1,Y,0,4,"Technical Degree"
Non-Travel,1,Y,1,1,Medical
Travel_Rarely,1,Y,0,3,Medical
Non-Travel,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,1,4,"Technical Degree"
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Frequently,1,Y,2,3,Medical
Travel_Rarely,1,Y,0,3,Other
Travel_Rarely,1,Y,2,1,"Life Sciences"
Travel_Frequently,1,Y,0,2,Medical
Travel_Frequently,1,Y,1,5,Marketing
Non-Travel,1,Y,2,3,"Technical Degree"
Travel_Rarely,1,Y,1,2,"Life Sciences"
Travel_Rarely,1,Y,2,4,"Life Sciences"
Travel_Frequently,1,Y,2,3,Medical
Travel_Frequently,1,Y,1,3,"Technical Degree"
Travel_Frequently,1,Y,0,3,"Technical Degree"
Travel_Rarely,1,Y,0,4,Medical
Travel_Rarely,1,Y,1,1,"Life Sciences"
Travel_Frequently,1,Y,0,3,Medical
Non-Travel,1,Y,1,2,"Life Sciences"
Travel_Frequently,1,Y,0,1,Medical
Travel_Rarely,1,Y,2,3,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,0,4,Medical
Travel_Rarely,1,Y,1,3,Medical
Travel_Frequently,1,Y,0,2,Medical
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Frequently,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,1,2,Medical
Travel_Frequently,1,Y,3,1,"Life Sciences"
Travel_Rarely,1,Y,2,1,"Life Sciences"
Travel_Rarely,1,Y,0,5,"Life Sciences"
Travel_Rarely,1,Y,0,3,Medical
Travel_Frequently,1,Y,1,4,Medical
Travel_Rarely,1,Y,0,4,"Technical Degree"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,0,1,"Life Sciences"
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,0,3,"Technical Degree"
Travel_Frequently,1,Y,0,3,"Life Sciences"
Travel_Frequently,1,Y,0,5,Medical
Travel_Rarely,1,Y,1,2,"Technical Degree"
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,1,1,Other
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Technical Degree"
Travel_Frequently,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,0,2,Medical
Travel_Rarely,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,0,2,Medical
Travel_Rarely,1,Y,3,2,"Technical Degree"
Non-Travel,1,Y,0,2,"Life Sciences"
Travel_Rarely,1,Y,3,4,"Technical Degree"
Travel_Rarely,1,Y,2,4,"Life Sciences"
Travel_Rarely,1,Y,1,2,"Life Sciences"
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,2,3,"Life Sciences"
Travel_Rarely,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Frequently,1,Y,0,4,"Human Resources"
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,1,4,"Technical Degree"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,1,5,"Technical Degree"
Travel_Rarely,1,Y,2,3,Medical
Non-Travel,1,Y,1,4,"Technical Degree"
Travel_Rarely,1,Y,1,4,Other
Travel_Rarely,1,Y,0,4,Medical
Travel_Rarely,1,Y,1,5,Marketing
Travel_Rarely,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,0,1,Medical
Travel_Rarely,1,Y,0,4,Medical
Travel_Rarely,1,Y,1,3,Medical
Travel_Frequently,1,Y,1,1,"Life Sciences"
Travel_Rarely,1,Y,1,3,Marketing
Travel_Rarely,1,Y,1,3,"Technical Degree"
Travel_Frequently,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,0,2,Other
Travel_Rarely,1,Y,2,3,"Life Sciences"
Travel_Frequently,1,Y,1,4,"Technical Degree"
Travel_Rarely,1,Y,1,2,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Technical Degree"
Travel_Rarely,1,Y,1,2,"Life Sciences"
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,3,3,Medical
Non-Travel,1,Y,0,2,Other
Travel_Frequently,1,Y,1,5,Medical
Travel_Rarely,1,Y,2,4,Other
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,0,5,Medical
Non-Travel,1,Y,1,3,Marketing
Travel_Frequently,1,Y,0,4,Other
Travel_Rarely,1,Y,2,4,"Life Sciences"
Travel_Frequently,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,3,5,Medical
Travel_Rarely,1,Y,2,3,Other
Travel_Rarely,1,Y,0,5,"Life Sciences"
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,0,1,Medical
Travel_Frequently,1,Y,0,2,Medical
Travel_Rarely,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,1,2,Medical
Travel_Rarely,1,Y,2,3,"Life Sciences"
Non-Travel,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,3,3,"Life Sciences"
Travel_Frequently,1,Y,0,3,Medical
Travel_Rarely,1,Y,2,2,Other
Travel_Rarely,1,Y,1,2,Medical
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Frequently,1,Y,0,5,"Human Resources"
Travel_Frequently,1,Y,1,5,Medical
Travel_Rarely,1,Y,2,2,Medical
Travel_Frequently,1,Y,0,1,"Technical Degree"
Travel_Rarely,1,Y,0,3,Medical
Travel_Frequently,1,Y,0,3,Medical
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,2,4,"Life Sciences"
Travel_Frequently,1,Y,2,1,"Life Sciences"
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,2,4,Other
Travel_Rarely,1,Y,3,5,"Life Sciences"
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,1,1,"Life Sciences"
Non-Travel,1,Y,0,4,Medical
Travel_Rarely,1,Y,1,2,"Life Sciences"
Travel_Rarely,1,Y,1,5,Medical
Travel_Rarely,1,Y,1,2,"Life Sciences"
Travel_Frequently,1,Y,0,4,Other
Travel_Frequently,1,Y,2,3,"Life Sciences"
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,2,4,Medical
Travel_Rarely,1,Y,2,3,Medical
Travel_Rarely,1,Y,2,4,"Life Sciences"
Travel_Rarely,1,Y,1,3,Medical
Travel_Frequently,1,Y,0,3,Medical
Travel_Rarely,1,Y,3,4,"Life Sciences"
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,0,2,"Life Sciences"
Travel_Rarely,1,Y,0,1,"Life Sciences"
Non-Travel,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,2,4,"Life Sciences"
Travel_Rarely,1,Y,3,3,"Life Sciences"
Travel_Rarely,1,Y,0,1,Medical
Travel_Rarely,1,Y,1,2,Medical
Travel_Rarely,1,Y,0,4,Medical
Travel_Frequently,1,Y,2,2,Medical
Travel_Rarely,1,Y,0,4,"Life Sciences"
Non-Travel,1,Y,0,3,Medical
Travel_Rarely,1,Y,1,3,"Technical Degree"
Travel_Rarely,1,Y,1,2,Medical
Travel_Rarely,1,Y,1,4,Medical
Travel_Rarely,1,Y,3,3,Medical
Travel_Frequently,1,Y,2,4,Medical
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Frequently,1,Y,0,4,Medical
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,0,3,Marketing
Travel_Rarely,1,Y,1,4,Medical
Travel_Rarely,1,Y,0,4,"Life Sciences"
Non-Travel,1,Y,1,1,"Life Sciences"
Travel_Rarely,1,Y,1,1,"Human Resources"
Travel_Frequently,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,3,4,Medical
Travel_Rarely,1,Y,0,2,"Technical Degree"
Travel_Frequently,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,1,4,"Life Sciences"
Non-Travel,1,Y,1,3,"Human Resources"
Travel_Rarely,1,Y,1,2,"Life Sciences"
Travel_Rarely,1,Y,3,1,Medical
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,1,1,"Life Sciences"
Non-Travel,1,Y,1,4,Marketing
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,3,5,Marketing
Travel_Rarely,1,Y,0,2,"Life Sciences"
Travel_Rarely,1,Y,0,1,Medical
Travel_Frequently,1,Y,0,1,"Technical Degree"
Non-Travel,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,0,4,Medical
Travel_Rarely,1,Y,2,3,"Life Sciences"
Travel_Frequently,1,Y,0,4,"Technical Degree"
Travel_Frequently,1,Y,1,3,Medical
Travel_Frequently,1,Y,1,3,"Human Resources"
Travel_Rarely,1,Y,1,3,"Technical Degree"
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,0,3,Marketing
Travel_Frequently,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,1,2,Marketing
Travel_Rarely,1,Y,3,4,Medical
Non-Travel,1,Y,0,3,Marketing
Travel_Rarely,1,Y,0,4,Marketing
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Frequently,1,Y,1,2,Medical
Travel_Rarely,1,Y,3,4,Marketing
Travel_Rarely,1,Y,1,3,"Technical Degree"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Non-Travel,1,Y,0,4,"Technical Degree"
Travel_Rarely,1,Y,1,3,Medical
Travel_Frequently,1,Y,1,3,"Technical Degree"
Travel_Rarely,1,Y,3,3,Medical
Travel_Rarely,1,Y,3,3,Medical
Non-Travel,1,Y,2,3,"Technical Degree"
Travel_Rarely,1,Y,2,4,"Life Sciences"
Non-Travel,1,Y,1,3,"Life Sciences"
Non-Travel,1,Y,3,4,Medical
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,0,2,"Life Sciences"
Travel_Rarely,1,Y,0,1,Marketing
Travel_Rarely,1,Y,1,2,Other
Travel_Rarely,1,Y,0,1,Medical
Travel_Rarely,1,Y,2,4,Marketing
Travel_Rarely,1,Y,0,3,"Technical Degree"
Travel_Rarely,1,Y,2,2,Marketing
Travel_Rarely,1,Y,1,4,Medical
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Frequently,1,Y,3,2,Medical
Travel_Rarely,1,Y,0,2,Other
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,0,1,Medical
Non-Travel,1,Y,0,2,"Life Sciences"
Travel_Rarely,1,Y,1,2,"Life Sciences"
Travel_Rarely,1,Y,2,3,Medical
Non-Travel,1,Y,1,2,Medical
Non-Travel,1,Y,3,3,"Human Resources"
Travel_Frequently,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,0,4,Medical
Travel_Frequently,1,Y,1,3,"Life Sciences"
Non-Travel,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,1,1,Marketing
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,0,2,Medical
Travel_Rarely,1,Y,1,2,Medical
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,2,2,"Technical Degree"
Non-Travel,1,Y,1,3,Medical
Travel_Rarely,1,Y,1,4,Medical
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,1,4,Medical
Travel_Frequently,1,Y,2,4,Marketing
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,2,4,Marketing
Travel_Rarely,1,Y,0,3,Medical
Travel_Frequently,1,Y,0,4,"Life Sciences"
Non-Travel,1,Y,0,3,Medical
Travel_Rarely,1,Y,0,5,"Human Resources"
Travel_Rarely,1,Y,3,3,"Human Resources"
Non-Travel,1,Y,2,4,"Life Sciences"
Travel_Rarely,1,Y,1,4,Other
Travel_Frequently,1,Y,1,4,"Life Sciences"
Travel_Frequently,1,Y,0,2,"Life Sciences"
Travel_Frequently,1,Y,0,1,Medical
Travel_Frequently,1,Y,0,4,Marketing
Non-Travel,1,Y,2,4,"Technical Degree"
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,1,2,"Life Sciences"
Non-Travel,1,Y,1,2,"Life Sciences"
Travel_Rarely,1,Y,2,1,"Life Sciences"
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,0,4,Marketing
Travel_Rarely,1,Y,1,3,"Technical Degree"
Travel_Rarely,1,Y,1,1,Medical
Travel_Rarely,1,Y,0,1,Medical
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Frequently,1,Y,0,2,"Life Sciences"
Travel_Rarely,1,Y,3,3,"Life Sciences"
Travel_Frequently,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,3,4,Other
Travel_Rarely,1,Y,1,4,"Technical Degree"
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,0,1,"Life Sciences"
Travel_Rarely,1,Y,1,4,"Technical Degree"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,3,3,"Life Sciences"
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,1,4,Medical
Travel_Rarely,1,Y,0,2,Other
Travel_Rarely,1,Y,2,2,"Life Sciences"
Travel_Frequently,1,Y,0,1,"Human Resources"
Travel_Rarely,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,1,2,"Life Sciences"
Travel_Rarely,1,Y,0,2,Medical
Travel_Frequently,1,Y,1,3,Medical
Travel_Rarely,1,Y,1,4,"Life Sciences"
Non-Travel,1,Y,1,4,"Technical Degree"
Travel_Rarely,1,Y,0,2,"Life Sciences"
Travel_Rarely,1,Y,2,2,Marketing
Travel_Rarely,1,Y,1,3,Marketing
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,1,2,Medical
Travel_Rarely,1,Y,0,1,Medical
Travel_Rarely,1,Y,1,3,Medical
Travel_Frequently,1,Y,1,3,Other
Travel_Frequently,1,Y,0,4,Medical
Travel_Rarely,1,Y,0,4,Marketing
Travel_Frequently,1,Y,1,2,"Life Sciences"
Travel_Frequently,1,Y,0,3,"Technical Degree"
Non-Travel,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,1,4,"Technical Degree"
Travel_Frequently,1,Y,0,4,Other
Travel_Rarely,1,Y,0,2,Marketing
Non-Travel,1,Y,1,4,"Technical Degree"
Travel_Rarely,1,Y,1,5,Marketing
Travel_Rarely,1,Y,1,2,Medical
Travel_Frequently,1,Y,1,3,Medical
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Frequently,1,Y,0,2,"Life Sciences"
Travel_Rarely,1,Y,2,2,"Life Sciences"
Travel_Frequently,1,Y,0,1,"Life Sciences"
Travel_Rarely,1,Y,2,4,Marketing
Travel_Frequently,1,Y,0,3,"Human Resources"
Travel_Rarely,1,Y,1,4,Medical
Non-Travel,1,Y,0,3,Medical
Non-Travel,1,Y,1,2,Medical
Non-Travel,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,0,3,Marketing
Travel_Rarely,1,Y,1,4,Medical
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,1,3,"Life Sciences"
Non-Travel,1,Y,1,4,Medical
Travel_Frequently,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Technical Degree"
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,0,3,Marketing
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Frequently,1,Y,0,4,Marketing
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,2,2,"Life Sciences"
Travel_Frequently,1,Y,3,2,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Frequently,1,Y,1,4,Other
Travel_Rarely,1,Y,1,4,"Human Resources"
Travel_Rarely,1,Y,3,1,Medical
Travel_Rarely,1,Y,0,4,Marketing
Non-Travel,1,Y,0,2,"Life Sciences"
Non-Travel,1,Y,1,3,Medical
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,0,2,"Life Sciences"
Travel_Rarely,1,Y,0,2,Other
Travel_Frequently,1,Y,1,3,"Technical Degree"
Travel_Rarely,1,Y,1,2,Marketing
Travel_Rarely,1,Y,0,3,"Human Resources"
Travel_Rarely,1,Y,0,2,Medical
Travel_Rarely,1,Y,1,1,Other
Travel_Rarely,1,Y,0,3,Medical
Non-Travel,1,Y,3,2,Medical
Travel_Rarely,1,Y,2,4,"Life Sciences"
Travel_Rarely,1,Y,1,2,"Life Sciences"
Travel_Frequently,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,1,3,"Life Sciences"
Non-Travel,1,Y,2,1,Medical
Travel_Rarely,1,Y,1,4,Medical
Travel_Rarely,1,Y,0,2,"Life Sciences"
Travel_Rarely,1,Y,0,4,Medical
Travel_Rarely,1,Y,1,2,Medical
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,2,4,"Life Sciences"
Travel_Rarely,1,Y,1,4,Medical
Travel_Rarely,1,Y,0,1,"Life Sciences"
Travel_Rarely,1,Y,1,3,Medical
Travel_Rarely,1,Y,2,4,Marketing
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,1,2,Other
Non-Travel,1,Y,2,4,"Life Sciences"
Travel_Rarely,1,Y,0,3,Medical
Travel_Rarely,1,Y,0,1,Medical
Non-Travel,1,Y,0,3,"Life Sciences"
Travel_Frequently,1,Y,1,3,Marketing
Travel_Rarely,1,Y,2,3,Medical
Travel_Frequently,1,Y,3,2,"Life Sciences"
Non-Travel,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,3,4,Medical
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,1,2,"Technical Degree"
Travel_Rarely,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,2,3,Marketing
Non-Travel,1,Y,1,4,Marketing
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Rarely,1,Y,0,3,"Technical Degree"
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Rarely,1,Y,1,2,"Life Sciences"
Travel_Frequently,1,Y,2,4,"Life Sciences"
Travel_Rarely,1,Y,1,4,Marketing
Travel_Rarely,1,Y,0,3,"Life Sciences"
Travel_Rarely,1,Y,0,4,"Life Sciences"
Travel_Frequently,1,Y,2,4,"Life Sciences"
Travel_Rarely,1,Y,3,4,Medical
Travel_Rarely,1,Y,1,4,"Life Sciences"
Travel_Rarely,1,Y,1,2,Other
Travel_Rarely,1,Y,0,4,Medical
Travel_Rarely,1,Y,1,3,Marketing
Travel_Rarely,1,Y,1,1,Marketing
Non-Travel,1,Y,0,3,Medical
Travel_Rarely,1,Y,0,3,Other
Travel_Frequently,1,Y,1,2,Medical
Travel_Rarely,1,Y,1,1,Medical
Travel_Rarely,1,Y,1,3,"Life Sciences"
Travel_Frequently,1,Y,0,3,Medical
Travel_Rarely,1,Y,0,3,Medical
